Company Name,Ticker,Market Cap (mil),S&P 500 - ETF,Exchange
Luminex Corporation,LMNX,1577.65,NO,NSDQ
"LMP Automotive Holdings, Inc.",LMPX,40.49,NO,NSDQ
Landmark Infrastructure Partners LP,LMRK,249.61,NO,NSDQ
"LIMESTONE BANCORP, INC.",LMST,73.69,NO,NSDQ
Landec Corporation,LNDC,299.99,NO,NSDQ
"Lantheus Holdings, Inc.",LNTH,541.74,NO,NSDQ
"Manhattan Bridge Capital, Inc",LOAN,35.16,NO,NSDQ
"Live Oak Bancshares, Inc.",LOB,537.21,NO,NSDQ
"El Pollo Loco Holdings, Inc.",LOCO,379.12,NO,NSDQ
"LogicBio Therapeutics, Inc.",LOGC,135.94,NO,NSDQ
Logitech International S.A.,LOGI,7933.22,NO,NSDQ
"LogMein, Inc.",LOGM,4136.11,NO,NSDQ
Lonestar Resources US Inc.,LONE,17.18,NO,NSDQ
"Loop Industries, Inc.",LOOP,278.95,NO,NSDQ
"Grand Canyon Education, Inc.",LOPE,3734.79,NO,NSDQ
"Loral Space and Communications, Inc.",LORL,331.09,NO,NSDQ
The Lovesac Company,LOVE,163.56,NO,NSDQ
Lipocine Inc.,LPCN,26.74,NO,NSDQ
LPL Financial Holdings Inc.,LPLA,4253.25,NO,NSDQ
"LivePerson, Inc.",LPSN,1483.48,NO,NSDQ
"LightPath Technologies, Inc.",LPTH,53.53,NO,NSDQ
"Leap Therapeutics, Inc.",LPTX,85.92,NO,NSDQ
"Liquidia Technologies, Inc.",LQDA,170.21,NO,NSDQ
"Liquidity Services, Inc.",LQDT,164.85,NO,NSDQ
"Lake Shore Bancorp, Inc.",LSBK,71.13,NO,NSDQ
Lattice Semiconductor Corporation,LSCC,2644.72,NO,NSDQ
"Landstar System, Inc.",LSTR,3942.62,NO,NSDQ
Liberty Media Corporation,LSXMA,9661.47,NO,NSDQ
Liberty Media Corporation,LSXMB,9630.22,NO,NSDQ
Liberty Media Corporation,LSXMK,6311.01,NO,NSDQ
Lightbridge Corporation,LTBR,13.15,NO,NSDQ
"Liberty TripAdvisor Holdings, Inc.",LTRPA,166.68,NO,NSDQ
"Liberty TripAdvisor Holdings, Inc.",LTRPB,2820.87,NO,NSDQ
"Lantronix, Inc.",LTRX,68.79,NO,NSDQ
"Lumos Pharma, Inc",LUMO,36.91,NO,NSDQ
Luna Innovations Incorporated,LUNA,201.1,NO,NSDQ
"Livongo Health, Inc.",LVGO,3981.04,NO,NSDQ
"Lifeway Foods, Inc.",LWAY,41.77,NO,NSDQ
LexinFintech Holdings Ltd. Sponsored ADR,LX,1396.18,NO,NSDQ
"Lexicon Pharmaceuticals, Inc.",LXRX,219.29,NO,NSDQ
"Lyft, Inc.",LYFT,9800.15,NO,NSDQ
Dragon Victory International Limited,LYL,11.65,NO,NSDQ
LSI Industries Inc.,LYTS,150.8,NO,NSDQ
"Merrimack Pharmaceuticals, Inc.",MACK,47.9,NO,NSDQ
Magal Security Systems Ltd.,MAGS,69.23,NO,NSDQ
"Manhattan Associates, Inc.",MANH,3691.9,NO,NSDQ
ManTech International Corporation,MANT,3136.68,NO,NSDQ
"Marathon Patent Group, Inc.",MARA,3.98,NO,NSDQ
"Remark Holdings, Inc.",MARK,25.18,NO,NSDQ
Marine Petroleum Trust,MARPS,2.47,NO,NSDQ
Masimo Corporation,MASI,11259.71,NO,NSDQ
"Mattel, Inc.",MAT,2899.84,NO,NSDQ
Matthews International Corporation,MATW,691.82,NO,NSDQ
"J. W. Mays, Inc.",MAYS,39.39,NO,NSDQ
iShares MBS ETF,MBB,20974.45,NO,NSDQ
Middlefield Banc Corp.,MBCN,109.01,NO,NSDQ
"Marrone Bio Innovations, Inc.",MBII,101.8,NO,NSDQ
Merchants Bancorp,MBIN,412.16,NO,NSDQ
"Mustang Bio, Inc.",MBIO,119.96,NO,NSDQ
Microbot Medical Inc.,MBOT,65.35,NO,NSDQ
"Moleculin Biotech, Inc.",MBRX,60.68,NO,NSDQ
"Malibu Boats, Inc.",MBUU,612.4,NO,NSDQ
Mercantile Bank Corporation,MBWM,357.18,NO,NSDQ
Macatawa Bank Corporation,MCBC,236.75,NO,NSDQ
"MetroCity Bankshares, Inc.",MCBS,257.85,NO,NSDQ
"Mid-Con Energy Partners, LP",MCEP,4.68,NO,NSDQ
"MASTERCRAFT BOAT HOLDINGS, INC.",MCFT,175.32,NO,NSDQ
"Marchex, Inc.",MCHX,64.41,NO,NSDQ
"Seres Therapeutics, Inc.",MCRB,258.26,NO,NSDQ
"Monarch Casino & Resort, Inc.",MCRI,497.97,NO,NSDQ
"MongoDB, Inc.",MDB,9207.11,NO,NSDQ
MDC Partners Inc.,MDCA,80.11,NO,NSDQ
"Madrigal Pharmaceuticals, Inc.",MDGL,1395.55,NO,NSDQ
MDJM Ltd.,MDJH,34.22,NO,NSDQ
"Medalist Diversified REIT, Inc.",MDRR,6.8,NO,NSDQ
"Allscripts Healthcare Solutions, Inc.",MDRX,1007,NO,NSDQ
MediWound Ltd.,MDWD,51.69,NO,NSDQ
"Medpace Holdings, Inc.",MEDP,3011.07,NO,NSDQ
"Trxade Group, Inc.",MEDS,46.4,NO,NSDQ
"Meet Group, Inc.(The)",MEET,440.46,NO,NSDQ
"MEI Pharma, Inc.",MEIP,246.98,NO,NSDQ
Methanex Corporation,MEOH,1043.89,NO,NSDQ
Mercer International Inc.,MERC,552.06,NO,NSDQ
"Mesa Air Group, Inc.",MESA,94.49,NO,NSDQ
Mesoblast Limited,MESO,1660.18,NO,NSDQ
RAMACO RESOURCS,METC,95,NO,NSDQ
METEN EDTECHX,METX,82.5,NO,NSDQ
Wowo Limited,MFH,5.21,NO,NSDQ
Medallion Financial Corp.,MFIN,52.34,NO,NSDQ
Mackinac Financial Corporation,MFNC,103.65,NO,NSDQ
MutualFirst Financial Inc.,MFSF,214.08,NO,NSDQ
MGE Energy Inc.,MGEE,2320.46,NO,NSDQ
"Signal Genetics, Inc.",MGEN,30.85,NO,NSDQ
MoneyGram International Inc.,MGI,95.67,NO,NSDQ
Magic Software Enterprises Ltd.,MGIC,442.8,NO,NSDQ
"Magellan Health, Inc.",MGLN,1332.46,NO,NSDQ
"MacroGenics, Inc.",MGNX,358.16,NO,NSDQ
"MGP Ingredients, Inc.",MGPI,607.22,NO,NSDQ
McGrath RentCorp,MGRC,1242.01,NO,NSDQ
"Magenta Therapeutics, Inc.",MGTA,349.62,NO,NSDQ
MeiraGTx Holdings PLC,MGTX,512.08,NO,NSDQ
"Magyar Bancorp, Inc.",MGYR,51.51,NO,NSDQ
"Maiden Holdings, Ltd.",MHLD,95.58,NO,NSDQ
MICT Inc.,MICT,10.56,NO,NSDQ
The Middleby Corporation,MIDD,2893.22,NO,NSDQ
"The Michaels Companies, Inc.",MIK,346.56,NO,NSDQ
Mimecast Limited,MIME,2306.84,NO,NSDQ
"Mitcham Industries, Inc.",MIND,11.8,NO,NSDQ
"Mobile Mini, Inc.",MINI,1100.7,NO,NSDQ
"Mirum Pharmaceuticals, Inc.",MIRM,391.26,NO,NSDQ
Milestone Pharmaceuticals Inc.,MIST,55.5,NO,NSDQ
"Mitek Systems, Inc.",MITK,367.7,NO,NSDQ
Stealth BioTherapeutics Corp. Sponsored ADR,MITO,57.1,NO,NSDQ
Majesco,MJCO,239.96,NO,NSDQ
MOLECULAR DATA,MKD,236.99,NO,NSDQ
Next 1 Interactive Inc.,MKGI,12.73,NO,NSDQ
"MKS Instruments, Inc.",MKSI,5067.89,NO,NSDQ
"Mesa Laboratories, Inc.",MLAB,1002.16,NO,NSDQ
Melco Resorts & Entertainment Limited,MLCO,7469.37,NO,NSDQ
"Herman Miller, Inc.",MLHR,1163.94,NO,NSDQ
OvaScience Inc.,MLND,27.4,NO,NSDQ
"Mellanox Technologies, Ltd.",MLNX,7001.58,NO,NSDQ
"Malvern Bancorp, Inc.",MLVF,88.19,NO,NSDQ
"MMA Capital Management, LLC",MMAC,138.06,NO,NSDQ
Martin Midstream Partners L.P.,MMLP,96.58,NO,NSDQ
"Merit Medical Systems, Inc.",MMSI,2220.28,NO,NSDQ
MakeMyTrip Limited,MMYT,1389.7,NO,NSDQ
MIND C.T.I. Ltd.,MNDO,34.79,NO,NSDQ
MannKind Corporation,MNKD,274.94,NO,NSDQ
Menlo Therapeutics Inc.,MNLO,34.46,NO,NSDQ
"MediciNova, Inc.",MNOV,239.56,NO,NSDQ
Monopar Therapeutics Inc.,MNPR,82.79,NO,NSDQ
"Monro Muffler Brake, Inc.",MNRO,1522.74,NO,NSDQ
MainStreet Bank,MNSB,117.87,NO,NSDQ
"Momenta Pharmaceuticals, Inc.",MNTA,3759.87,NO,NSDQ
"Manitex International, Inc.",MNTX,81.42,NO,NSDQ
"MobileIron, Inc.",MOBL,570.38,NO,NSDQ
"MidWestOne Financial Group, Inc.",MOFG,305.48,NO,NSDQ
Mogo Inc,MOGO,24.8,NO,NSDQ
ECMOHO Limited Sponsored ADR,MOHO,156.08,NO,NSDQ
Momo Inc.,MOMO,4800.41,NO,NSDQ
MorphoSys AG Unsponsored ADR,MOR,3219.27,NO,NSDQ
"Morphic Holding, Inc.",MORF,456.03,NO,NSDQ
"Morningstar, Inc.",MORN,5968.99,NO,NSDQ
"MoSys, Inc.",MOSY,3.61,NO,NSDQ
"Motus GI Holdings, Inc.",MOTS,25.66,NO,NSDQ
"Moxian, Inc.",MOXC,12.85,NO,NSDQ
"Motorcar Parts of America, Inc.",MPAA,233.27,NO,NSDQ
Mid Penn Bancorp,MPB,141.63,NO,NSDQ
"Monolithic Power Systems, Inc.",MPWR,8297.76,NO,NSDQ
EVERSPIN TECH,MRAM,50.33,NO,NSDQ
Meridian Bank,MRBK,75.63,NO,NSDQ
Monroe Capital Corporation,MRCC,171.12,NO,NSDQ
Mercury Systems Inc,MRCY,4569.97,NO,NSDQ
Marin Software Incorporated,MRIN,11.13,NO,NSDQ
"MARKER THERAPEUTICS, INC.",MRKR,94.46,NO,NSDQ
Marlin Business Services Corp.,MRLN,65.96,NO,NSDQ
"Moderna, Inc.",MRNA,16614.65,NO,NSDQ
"Marinus Pharmaceuticals, Inc.",MRNS,170.82,NO,NSDQ
"Mersana Therapeutics, Inc.",MRSN,533.43,NO,NSDQ
"Marten Transport, Ltd.",MRTN,1208.7,NO,NSDQ
"Mirati Therapeutics, Inc.",MRTX,3712.11,NO,NSDQ
Merus N.V.,MRUS,471.3,NO,NSDQ
Marvell Technology Group Ltd.,MRVL,18196.09,NO,NSDQ
MSB Financial Corp.,MSBF,58.54,NO,NSDQ
"Midland States Bancorp, Inc.",MSBI,356.98,NO,NSDQ
Middlesex Water Company,MSEX,1030.64,NO,NSDQ
"MISONIX, Inc.",MSON,189.4,NO,NSDQ
MicroStrategy Incorporated,MSTR,1268.56,NO,NSDQ
Mid-Southern Savings Bank,MSVB,42.26,NO,NSDQ
"Medical Transcription Billing, Corp.",MTBC,77.1,NO,NSDQ
"MMTec, Inc.",MTC,21.27,NO,NSDQ
"Match Group, Inc.",MTCH,22835.79,NO,NSDQ
Molecular Templates Inc.,MTEM,776.02,NO,NSDQ
"Mannatech, Incorporated",MTEX,24.2,NO,NSDQ
Materialise NV,MTLS,982.65,NO,NSDQ
Midatech Pharma PLC,MTP,8.21,NO,NSDQ
Matrix Service Company,MTRX,237.16,NO,NSDQ
MTS Systems Corporation,MTSC,328.66,NO,NSDQ
"MACOM Technology Solutions Holdings, Inc.",MTSI,1760.24,NO,NSDQ
MER Telemanagement Solutions Ltd.,MTSL,3.68,NO,NSDQ
Mvb Financial Corp.,MVBF,146.95,NO,NSDQ
"Microvision, Inc.",MVIS,32.25,NO,NSDQ
MOHAWK GROUP,MWK,39.82,NO,NSDQ
"First Western Financial, Inc.",MYFW,98.97,NO,NSDQ
"Myriad Genetics, Inc.",MYGN,1081.72,NO,NSDQ
"MyoKardia, Inc.",MYOK,3019.46,NO,NSDQ
MYOS RENS Technology Inc.,MYOS,11.53,NO,NSDQ
"MYR Group, Inc.",MYRG,437.91,NO,NSDQ
"My Size, Inc.",MYSZ,6.97,NO,NSDQ
"Natural Alternatives International, Inc.",NAII,49.3,NO,NSDQ
Naked Brand Group Limited,NAKD,2.05,NO,NSDQ
"Nanovibronix, Inc.",NAOV,8.91,NO,NSDQ
"Nathan's Famous, Inc.",NATH,237.08,NO,NSDQ
National Instruments Corporation,NATI,4927,NO,NSDQ
"Nature's Sunshine Products, Inc.",NATR,165.13,NO,NSDQ
Navient Corporation,NAVI,1362.51,NO,NSDQ
New Age Beverage Corporation,NBEV,130.72,NO,NSDQ
"Neurocrine Biosciences, Inc.",NBIX,9109.04,NO,NSDQ
Noble Midstream Partners LP,NBLX,219.98,NO,NSDQ
Northeast Bancorp,NBN,123.85,NO,NSDQ
Nabriva Therapeutics AG,NBRV,487.78,NO,NSDQ
"Ohr Pharmaceuticals, Inc.",NBSE,132.04,NO,NSDQ
NBT Bancorp Inc.,NBTB,1368.4,NO,NSDQ
Nicolet Bankshares Inc.,NCBS,535.18,NO,NSDQ
"National CineMedia, Inc.",NCMI,249.98,NO,NSDQ
NuCana PLC Sponsored ADR,NCNA,182.4,NO,NSDQ
"NCS Multistage Holdings, Inc.",NCSM,29.24,NO,NSDQ
The9 Limited,NCTY,15.89,NO,NSDQ
Noodles & Company,NDLS,227.35,NO,NSDQ
ENDRA Life Sciences Inc.,NDRA,11.5,NO,NSDQ
Nordson Corporation,NDSN,9052.46,NO,NSDQ
"NeoGenomics, Inc.",NEO,3124.3,NO,NSDQ
Neogen Corporation,NEOG,3397.75,NO,NSDQ
Neonode Inc.,NEON,25.22,NO,NSDQ
"Neos Therapeutics, Inc.",NEOS,42.38,NO,NSDQ
Nephros Inc.,NEPH,81.01,NO,NSDQ
Neptune Wellness Solutions Inc.,NEPT,213.89,NO,NSDQ
"Minerva Neurosciences, Inc",NERV,321.6,NO,NSDQ
"Net Element, Inc.",NETE,8.11,NO,NSDQ
"Newater Technology, Inc.",NEWA,24.55,NO,NSDQ
Newtek Business Services Corp.,NEWT,310.63,NO,NSDQ
NextDecade Corporation,NEXT,223.55,NO,NSDQ
"Northfield Bancorp, Inc.",NFBK,513.52,NO,NSDQ
New Fortress Energy LLC,NFE,2159.82,NO,NSDQ
National General Holdings Corp,NGHC,1878.47,NO,NSDQ
"NGM Biopharmaceuticals, Inc.",NGM,1188.39,NO,NSDQ
"NantHealth, Inc.",NH,228.98,NO,NSDQ
National Holdings Corporation,NHLD,18.87,NO,NSDQ
Natural Health Trends Corp.,NHTC,46.95,NO,NSDQ
Nice Ltd.,NICE,10183.85,NO,NSDQ
"Nicholas Financial, Inc.",NICK,65.02,NO,NSDQ
NIU TECH-ADR,NIU,597.67,NO,NSDQ
"NantKwest, Inc.",NK,357.49,NO,NSDQ
"National Bankshares, Inc.",NKSH,174.96,NO,NSDQ
Nektar Therapeutics,NKTR,3480.12,NO,NSDQ
"Aquinox Pharmaceuticals, Inc.",NLTX,480.81,NO,NSDQ
Navios Maritime Containers L.P.,NMCI,24.05,NO,NSDQ
NMI Holdings Inc,NMIH,789.69,NO,NSDQ
"Newmark Group, Inc.",NMRK,624.46,NO,NSDQ
"NN, Inc.",NNBR,103.5,NO,NSDQ
Nano Dimension Ltd.,NNDM,3.07,NO,NSDQ
"NI Holdings, Inc.",NODK,258.1,NO,NSDQ
Novan Inc.,NOVN,16.62,NO,NSDQ
Novanta Inc.,NOVT,2919.69,NO,NSDQ
Gemphire Therapeutics Inc.,NRBO,234.06,NO,NSDQ
National Research Corporation,NRC,1285.14,NO,NSDQ
Northrim BanCorp Inc,NRIM,147.03,NO,NSDQ
"National Security Group, Inc.",NSEC,39.1,NO,NSDQ
"Insight Enterprises, Inc.",NSIT,1760.38,NO,NSDQ
"NAPCO Security Technologies, Inc.",NSSC,325.48,NO,NSDQ
"NanoString Technologies, Inc.",NSTG,1064.12,NO,NSDQ
Nortech Systems Incorporated,NSYS,9.86,NO,NSDQ
"NetScout Systems, Inc.",NTCT,1896.6,NO,NSDQ
"Neon Therapeutics, Inc.",NTGN,84.19,NO,NSDQ
"NETGEAR, Inc.",NTGR,640.67,NO,NSDQ
Northern Technologies International Corporation,NTIC,63.68,NO,NSDQ
"Intellia Therapeutics, Inc.",NTLA,712.7,NO,NSDQ
Nutanix Inc.,NTNX,3462.86,NO,NSDQ
"Natera, Inc.",NTRA,2898.51,NO,NSDQ
"Neurotrope, Inc.",NTRP,28.28,NO,NSDQ
Natus Medical Incorporated,NTUS,879.57,NO,NSDQ
NetSol Technologies Inc.,NTWK,25.97,NO,NSDQ
"Nuance Communications, Inc.",NUAN,5420.13,NO,NSDQ
"NeuroMetrix, Inc.",NURO,3.8,NO,NSDQ
"NuVasive, Inc.",NUVA,3031.94,NO,NSDQ
"Novavax, Inc.",NVAX,1021.8,NO,NSDQ
Neovasc Inc.,NVCN,27.28,NO,NSDQ
NovoCure Limited,NVCR,7291.73,NO,NSDQ
NVE Corporation,NVEC,251.9,NO,NSDQ
"NV5 Global, Inc.",NVEE,517.82,NO,NSDQ
"Nova Lifestyle, Inc",NVFY,6.13,NO,NSDQ
InVivo Therapeutics Holdings Corp.,NVIV,0.82,NO,NSDQ
Nova Measuring Instruments Ltd.,NVMI,1064.82,NO,NSDQ
"Tokai Pharmaceuticals, Inc.",NVUS,9.91,NO,NSDQ
"Northwest Bancshares, Inc.",NWBI,1104.63,NO,NSDQ
Norwood Financial Corp.,NWFL,137.06,NO,NSDQ
"Newgioco Group, Inc.",NWGI,39.1,NO,NSDQ
"National Western Life Group, Inc.",NWLI,626.85,NO,NSDQ
Northwest Pipe Company,NWPX,224.17,NO,NSDQ
"NEXTGEN HEALTHCARE, INC",NXGN,691.83,NO,NSDQ
"Nexstar Media Group, Inc",NXST,2720.42,NO,NSDQ
"NextCure, Inc.",NXTC,1004.39,NO,NSDQ
NXT-ID Inc.,NXTD,10.79,NO,NSDQ
"New York Mortgage Trust, Inc.",NYMT,747.39,NO,NSDQ
Nymox Pharmaceutical Corporation,NYMX,206.54,NO,NSDQ
Oasis Petroleum Inc.,OAS,198.67,NO,NSDQ
Optibase Ltd.,OBAS,57.38,NO,NSDQ
"Ocean Bio-Chem, Inc.",OBCI,61.7,NO,NSDQ
OBALON THERPTCS,OBLN,7.21,NO,NSDQ
"Origin Bancorp, Inc.",OBNK,461.05,NO,NSDQ
ObsEva SA,OBSV,107.34,NO,NSDQ
Optical Cable Corporation,OCC,19.61,NO,NSDQ
"OFS Credit Company, Inc.",OCCI,26.41,NO,NSDQ
OceanFirst Financial Corp.,OCFC,912.62,NO,NSDQ
Histogenics Corporation,OCGN,16.37,NO,NSDQ
Oaktree Strategic Income Corp.,OCSI,185.35,NO,NSDQ
Oaktree Specialty Lending Corp.,OCSL,539.88,NO,NSDQ
"Ocular Therapeutix, Inc.",OCUL,268.14,NO,NSDQ
"Office Depot, Inc.",ODP,936.49,NO,NSDQ
"Odonate Therapeutics, Inc.",ODT,904.18,NO,NSDQ
"Orion Energy Systems, Inc.",OESX,120.76,NO,NSDQ
Oconee Federal Financial Corp.,OFED,96.07,NO,NSDQ
ORTHOFIX MEDICAL INC.,OFIX,636.55,NO,NSDQ
"Omega Flex, Inc.",OFLX,785.31,NO,NSDQ
OFS Capital Corporation,OFS,58.86,NO,NSDQ
Organigram Holdings Inc.,OGI,273.46,NO,NSDQ
O2Micro International Limited,OIIM,33.86,NO,NSDQ
"Okta, Inc.",OKTA,19072.94,NO,NSDQ
Universal Display Corporation,OLED,6536.48,NO,NSDQ
"Ollie's Bargain Outlet Holdings, Inc.",OLLI,3958.18,NO,NSDQ
Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,OMAB,1299.34,NO,NSDQ
"Omnicell, Inc.",OMCL,2953.1,NO,NSDQ
Omeros Corporation,OMER,897.09,NO,NSDQ
"Odyssey Marine Exploration, Inc.",OMEX,41.7,NO,NSDQ
Oasis Midstream Partners LP,OMP,163.65,NO,NSDQ
ON Semiconductor Corporation,ON,6002.55,NO,NSDQ
Old National Bancorp,ONB,2244.45,NO,NSDQ
OncoSec Medical Incorporated,ONCS,38.22,NO,NSDQ
"GTx, Inc.",ONCT,41.7,NO,NSDQ
Oncolytics Biotech Inc.,ONCY,49.7,NO,NSDQ
"1Life Healthcare, Inc.",ONEM,3178.98,NO,NSDQ
OneWater Marine Inc.,ONEW,115.52,NO,NSDQ
"Onconova Therapeutics, Inc.",ONTX,50.81,NO,NSDQ
"Organovo Holdings, Inc.",ONVO,47.74,NO,NSDQ
Opus Bank,OPB,600.19,NO,NSDQ
OP Bancorp,OPBK,105.9,NO,NSDQ
"Option Care Health, Inc.",OPCH,2319.71,NO,NSDQ
"OpGen, Inc.",OPGN,26.37,NO,NSDQ
"OptimumBank Holdings, Inc.",OPHC,6.87,NO,NSDQ
Office Properties Income Trust,OPI,1200.2,NO,NSDQ
"OPKO Health, Inc.",OPK,1379.85,NO,NSDQ
"Opiant Pharmaceuticals, Inc.",OPNT,46.2,NO,NSDQ
Old Point Financial Corporation,OPOF,87.18,NO,NSDQ
Opera Limited Sponsored ADR,OPRA,551.92,NO,NSDQ
Oportun Financial Corporation,OPRT,142.58,NO,NSDQ
OptimizeRx Corp.,OPRX,139.19,NO,NSDQ
"OptiNose, Inc.",OPTN,183.62,NO,NSDQ
"Ocean Power Technologies, Inc.",OPTT,3.61,NO,NSDQ
ORBCOMM Inc.,ORBC,203.7,NO,NSDQ
Organogenesis Holdings Inc.,ORGO,386.66,NO,NSDQ
Orgenesis Inc.,ORGS,93.64,NO,NSDQ
Oramed Pharmaceuticals Inc.,ORMP,67.67,NO,NSDQ
Orrstown Financial Services Inc,ORRF,142.7,NO,NSDQ
Orchard Therapeutics PLC Sponsored ADR,ORTX,1144.66,NO,NSDQ
"Old Second Bancorp, Inc.",OSBC,200.83,NO,NSDQ
"OSI Systems, Inc.",OSIS,1337.36,NO,NSDQ
OSMOTICA PHARM,OSMT,205.57,NO,NSDQ
"Ossen Innovation Co., Ltd.",OSN,12.7,NO,NSDQ
ONESPAN INC,OSPN,671.72,NO,NSDQ
"One Stop Systems, Inc.",OSS,21.4,NO,NSDQ
"Overstock.com, Inc.",OSTK,400.03,NO,NSDQ
"OraSure Technologies, Inc.",OSUR,964.44,NO,NSDQ
Haymaker Acquisition Corp.,OSW,260.37,NO,NSDQ
Otelco Inc.,OTEL,23.88,NO,NSDQ
Open Text Corporation,OTEX,10028.54,NO,NSDQ
"Otonomy, Inc.",OTIC,62.24,NO,NSDQ
"Oncobiologics, Inc.",OTLK,35.61,NO,NSDQ
Otter Tail Corporation,OTTR,1741.89,NO,NSDQ
OTTAWA BANCORP,OTTW,31.19,NO,NSDQ
Ohio Valley Banc Corp.,OVBC,111.35,NO,NSDQ
OVID THERAPEUTC,OVID,186.56,NO,NSDQ
Oak Valley Bancorp (CA),OVLY,105.83,NO,NSDQ
Oxbridge Re Holdings Limited,OXBR,4.76,NO,NSDQ
Oxford Immunotec Global PLC,OXFD,306.86,NO,NSDQ
Oxford Lane Capital Corp.,OXLC,255.9,NO,NSDQ
Oxford Square Capital Corp.,OXSQ,154.81,NO,NSDQ
OYSTER PT PHARM,OYST,647.94,NO,NSDQ
Bank OZK,OZK,2550.65,NO,NSDQ
Pan American Silver Corp.,PAAS,4554.94,NO,NSDQ
"Pacific Biosciences of California, Inc.",PACB,493.09,NO,NSDQ
PacWest Bancorp,PACW,1967.35,NO,NSDQ
"Gores Holdings III, Inc.",PAE,723.43,NO,NSDQ
Phibro Animal Health Corporation,PAHC,927.59,NO,NSDQ
Pangaea Logistics Solutions Ltd.,PANL,97.79,NO,NSDQ
"Passage Bio, Inc.",PASG,829.36,NO,NSDQ
"Patriot Transportation Holding, Inc.",PATI,30.2,NO,NSDQ
"Patrick Industries, Inc.",PATK,776.24,NO,NSDQ
PAVmed Inc.,PAVM,109.01,NO,NSDQ
"3PEA international, Inc.",PAYS,327.32,NO,NSDQ
"PB Bancorp, Inc.",PBBI,111.41,NO,NSDQ
"Pioneer Bancorp, Inc.",PBFS,235.88,NO,NSDQ
"Pathfinder Bancorp, Inc.",PBHC,44.4,NO,NSDQ
"Prudential Bancorp, Inc.",PBIP,101.23,NO,NSDQ
Potbelly Corporation,PBPB,71.15,NO,NSDQ
"Powerbridge Technologies Co., Ltd.",PBTS,23.54,NO,NSDQ
"Puma Biotechnology, Inc.",PBYI,415.71,NO,NSDQ
PCB BANCORP,PCB,127.26,NO,NSDQ
Potlatch Corporation,PCH,2164.69,NO,NSDQ
"Points International, Ltd.",PCOM,113.08,NO,NSDQ
"Pacira BioSciences, Inc.",PCRX,1672.49,NO,NSDQ
PCSB FINANCIAL,PCSB,220.21,NO,NSDQ
"PCTEL, Inc.",PCTI,114.2,NO,NSDQ
Paylocity Holding Corporation,PCTY,4740.64,NO,NSDQ
"Park City Group, Inc.",PCYG,83.41,NO,NSDQ
Pure Cycle Corporation,PCYO,227.78,NO,NSDQ
"PDC Energy, Inc.",PDCE,1078.82,NO,NSDQ
"Patterson Companies, Inc.",PDCO,1465.83,NO,NSDQ
"Pro-Dex, Inc.",PDEX,68.82,NO,NSDQ
"PDF Solutions, Inc.",PDFS,529.27,NO,NSDQ
PDL Community Bancorp,PDLB,134.78,NO,NSDQ
"PDL BioPharma, Inc.",PDLI,380.66,NO,NSDQ
"Edge Therapeutics, Inc.",PDSB,14.52,NO,NSDQ
"Peoples Bancorp of North Carolina, Inc.",PEBK,108.47,NO,NSDQ
Peoples Bancorp Inc.,PEBO,437.41,NO,NSDQ
Jensyn Acquistion Corp.,PECK,30.22,NO,NSDQ
Pegasystems Inc.,PEGA,6116.06,NO,NSDQ
"Pacific Ethanol, Inc.",PEIX,18.44,NO,NSDQ
"Penn National Gaming, Inc.",PENN,1647.78,NO,NSDQ
Perion Network Ltd,PERI,123.86,NO,NSDQ
"Perma-Fix Environmental Services, Inc.",PESI,67.89,NO,NSDQ
"PetIQ, Inc.",PETQ,690.12,NO,NSDQ
"PetMed Express, Inc.",PETS,698.75,NO,NSDQ
"TDH Holdings, Inc.",PETZ,12.77,NO,NSDQ
Preferred Bank,PFBC,523.59,NO,NSDQ
"Premier Financial Bancorp, Inc.",PFBI,170.52,NO,NSDQ
iShares Preferred and Income Securities ETF,PFF,14894.68,NO,NSDQ
Professional Holding Corp.,PFHD,203.21,NO,NSDQ
"Profire Energy, Inc.",PFIE,33.86,NO,NSDQ
"P & F Industries, Inc.",PFIN,13.52,NO,NSDQ
Peoples Financial Services Corp.,PFIS,233.97,NO,NSDQ
PennantPark Floating Rate Capital Ltd.,PFLT,250.84,NO,NSDQ
Performant Financial Corporation,PFMT,37.73,NO,NSDQ
"Proofpoint, Inc.",PFPT,6908.88,NO,NSDQ
"PFSweb, Inc.",PFSW,72.41,NO,NSDQ
Peapack-Gladstone Financial Corporation,PGC,319.91,NO,NSDQ
Intrexon Corporation,PGEN,593.84,NO,NSDQ
Progenics Pharmaceuticals Inc.,PGNX,356.78,NO,NSDQ
"Progyny, Inc.",PGNY,1758.86,NO,NSDQ
PHASEBIO PHARMA,PHAS,109.66,NO,NSDQ
"Phathom Pharmaceuticals, Inc.",PHAT,991.47,NO,NSDQ
"Puhui Wealth Investment Management Co., Ltd.",PHCF,23.91,NO,NSDQ
RXi Pharmaceuticals Corporation,PHIO,5.36,NO,NSDQ
PHUNWARE INC,PHUN,26.17,NO,NSDQ
"Impinj, Inc.",PI,458.75,NO,NSDQ
PICO Holdings Inc.,PICO,145.68,NO,NSDQ
Invesco International Dividend Achievers ETF,PID,502.47,NO,NSDQ
"1347 Property Insurance Holdings, Inc.",PIH,29.43,NO,NSDQ
"Premier, Inc.",PINC,4021.21,NO,NSDQ
"Pieris Pharmaceuticals, Inc.",PIRS,156.8,NO,NSDQ
